id,team_id,treatment,region,organization,job_family,performance_rating,gender,age,tenure_months,is_new_manager,num_direct_reports,tot_span_of_control,baseline_manager_efficacy,baseline_workload,baseline_turnover_intention,propensity_score,retention_3month,retention_6month,retention_9month,retention_12month,manager_efficacy_index,workload_index_mgr,turnover_intention_index_mgr
761,333,0,Asia Pacific,Commercial,Quality Assurance,Meets,Female,37,9,0,8,10,1.0,1.2,4.4,0.0422,1,1,1,1,2.6,3.3,3.6
762,286,0,Asia Pacific,Commercial,Quality Assurance,Meets,Female,37,13,0,12,27,2.3,2.3,2.4,0.0422,1,1,1,1,3.7,2.0,2.1
763,163,0,Middle East & Africa,R&D,Quality Assurance,Meets,Male,47,13,0,8,9,2.9,3.8,3.0,0.0977,1,1,1,1,3.8,4.6,2.7
764,718,0,Middle East & Africa,HR,IT & Digital,Far Below,Male,38,7,1,12,19,0.0,2.1,1.5,0.0,1,1,1,1,3.4,3.3,1.5
765,856,0,Europe,HR,Communications,Meets,Female,45,16,0,7,31,1.6,2.5,2.1,0.0383,1,1,1,1,3.5,3.6,2.7
766,731,0,Latin America,HR,Quality Assurance,Meets,Male,51,10,0,6,12,2.2,4.1,2.1,0.0383,1,1,1,1,4.2,4.4,3.9
767,148,0,Europe,R&D,Marketing,Exceeds,Female,31,5,1,12,23,0.0,3.6,2.6,0.1648,1,1,1,1,2.6,2.2,2.7
768,435,0,Middle East & Africa,Manufacturing,Pharmacovigilance,Exceeds,Male,47,6,0,10,24,3.4,3.8,1.6,0.0616,1,1,1,0,2.9,2.2,1.5
769,393,0,Middle East & Africa,Manufacturing,Data Science,Meets,Female,44,14,0,8,21,2.7,3.5,2.4,0.0348,1,1,1,1,3.6,2.0,1.6
770,676,1,North America,Digital,Marketing,Meets,Female,28,8,0,9,20,3.6,3.6,2.3,0.0853,1,1,1,0,4.8,4.6,1.9
771,454,0,Middle East & Africa,Manufacturing,Sales,Below,Female,37,20,0,7,13,2.8,3.2,5.0,0.0,1,1,1,1,3.6,1.0,4.2
772,367,0,North America,Manufacturing,Communications,Meets,Female,42,23,0,9,19,2.0,1.9,2.0,0.0348,1,1,1,1,2.8,2.5,3.1
773,731,0,Latin America,HR,Communications,Exceeds,Male,40,15,0,8,14,3.6,2.7,4.6,0.0677,1,1,1,1,3.8,5.0,3.4
774,925,0,Europe,Finance,Quality Assurance,Below,Male,48,6,0,5,9,3.9,2.9,1.9,0.0,1,1,1,1,3.9,2.3,1.8
775,283,0,Europe,Commercial,Medical Affairs,Far Exceeds,Male,42,23,0,7,14,4.1,1.6,3.0,0.1275,1,1,1,1,3.8,2.9,3.6
776,408,0,North America,Manufacturing,Medical Affairs,Meets,Male,29,10,0,9,28,2.2,2.6,2.9,0.0348,1,1,1,0,2.6,2.2,2.2
777,480,0,Europe,Manufacturing,Finance & Accounting,Meets,Male,43,11,0,12,50,3.8,2.7,3.9,0.0348,1,1,1,1,4.5,2.1,3.8
778,34,0,Middle East & Africa,R&D,Communications,Below,Female,31,20,0,10,21,3.6,4.5,3.8,0.0,1,1,1,1,3.6,3.9,2.4
779,630,0,Asia Pacific,Digital,Market Access,Meets,Male,35,20,0,7,22,4.9,1.4,4.5,0.0853,1,1,1,1,4.1,1.8,3.5
780,967,0,North America,Finance,Human Resources,Meets,Female,45,8,1,9,29,0.0,3.2,2.9,0.0331,1,1,1,1,3.0,1.8,2.3
781,86,1,Europe,R&D,Market Access,Meets,Female,44,10,0,7,21,3.4,3.4,3.7,0.0977,1,1,1,1,3.7,2.2,3.5
782,777,0,North America,HR,Finance & Accounting,Meets,Female,38,21,0,8,15,3.3,3.8,2.0,0.0383,0,0,0,0,2.9,3.6,2.8
783,338,0,North America,Commercial,Sales,Below,Female,34,11,0,7,26,1.9,4.1,2.0,0.0,1,1,1,1,2.3,3.6,3.1
784,541,0,Asia Pacific,Digital,Human Resources,Meets,Female,37,20,0,12,35,4.5,2.0,3.4,0.0853,1,1,1,1,4.7,2.5,2.0
785,35,0,Middle East & Africa,R&D,Finance & Accounting,Meets,Female,37,5,1,7,26,0.0,2.7,3.2,0.0977,1,1,1,1,3.1,3.1,1.7
786,392,0,North America,Manufacturing,Finance & Accounting,Meets,Female,35,17,0,6,17,2.6,3.7,4.1,0.0348,1,1,1,1,3.7,3.6,3.3
787,361,0,Europe,Manufacturing,Communications,Meets,Female,45,8,0,12,19,3.1,2.7,2.6,0.0348,1,1,1,1,4.1,1.9,4.4
788,585,0,Latin America,Digital,Marketing,Meets,Male,36,10,1,10,11,0.0,3.2,2.8,0.0853,1,1,1,1,2.4,1.9,1.2
789,381,0,North America,Manufacturing,Communications,Meets,Male,36,9,0,11,33,3.8,4.2,1.5,0.0348,0,0,0,0,3.5,4.9,3.4
790,142,0,North America,R&D,Human Resources,Meets,Female,37,18,1,5,10,0.0,4.0,4.0,0.0977,1,1,1,1,4.6,3.9,3.5
791,170,0,Asia Pacific,R&D,Medical Affairs,Meets,Male,42,7,0,9,25,1.6,3.6,2.6,0.0977,1,1,1,1,2.6,3.4,1.7
792,473,0,Middle East & Africa,Manufacturing,Regulatory Affairs,Far Below,Non-Binary/Other,40,5,1,8,19,0.0,4.3,1.0,0.0,1,1,1,1,3.0,2.6,1.6
793,371,0,Latin America,Manufacturing,IT & Digital,Below,Female,39,3,1,7,7,0.0,2.4,4.4,0.0,1,1,1,1,3.4,2.1,4.1
794,866,0,Europe,HR,IT & Digital,Meets,Male,32,17,0,6,18,2.7,2.9,4.0,0.0383,1,1,1,1,4.4,1.7,1.8
795,316,0,Latin America,Commercial,Legal & Compliance,Meets,Male,39,18,1,7,19,0.0,3.2,2.6,0.0422,1,1,1,1,3.0,4.6,2.5
796,537,0,Europe,Digital,Regulatory Affairs,Below,Male,42,14,0,11,18,3.6,2.2,2.8,0.0,1,1,1,1,3.3,3.6,2.7
797,69,0,Middle East & Africa,R&D,IT & Digital,Below,Male,36,4,1,8,10,0.0,4.3,4.8,0.0,1,1,0,0,3.1,3.5,5.0
798,535,0,Europe,Digital,Data Science,Meets,Male,39,4,0,8,25,2.2,3.7,3.8,0.0853,1,1,1,1,3.0,3.0,3.5
799,775,0,Asia Pacific,HR,Regulatory Affairs,Far Below,Non-Binary/Other,44,8,0,7,24,3.8,3.5,2.9,0.0,1,1,1,1,3.3,4.9,3.1
800,8,0,Asia Pacific,R&D,Clinical Operations,Meets,Male,33,30,0,12,23,3.0,1.8,2.2,0.0977,1,1,1,1,4.0,1.1,2.9
801,801,0,Asia Pacific,HR,Legal & Compliance,Meets,Female,33,25,0,5,9,4.3,2.0,3.7,0.0383,1,1,1,1,4.7,1.4,3.0
802,856,0,Asia Pacific,HR,Quality Assurance,Exceeds,Male,37,16,0,9,21,3.8,2.1,2.8,0.0677,1,1,1,1,3.1,2.8,3.7
803,985,0,Latin America,Finance,IT & Digital,Far Below,Female,43,9,0,11,13,3.6,1.0,2.7,0.0,1,1,1,1,3.2,2.5,2.8
804,416,0,Middle East & Africa,Manufacturing,Sales,Meets,Female,28,4,1,8,25,0.0,3.2,2.6,0.0348,1,1,1,1,3.9,2.7,2.1
805,977,0,Europe,Finance,Market Access,Meets,Female,37,9,0,12,16,2.8,1.0,5.0,0.0331,1,1,1,1,2.7,3.1,5.0
806,577,0,Europe,Digital,Clinical Operations,Meets,Female,34,10,0,5,14,2.9,2.9,3.5,0.0853,1,1,1,1,3.9,4.0,4.8
807,627,0,Asia Pacific,Digital,Finance & Accounting,Meets,Female,40,5,1,10,14,0.0,4.4,1.6,0.0853,1,1,1,1,3.5,4.7,1.8
808,356,0,Asia Pacific,Manufacturing,Pharmacovigilance,Meets,Male,37,14,1,9,13,0.0,3.3,1.9,0.0348,1,1,1,1,3.4,3.2,2.6
809,1041,0,North America,Finance,Quality Assurance,Meets,Male,45,6,0,7,11,2.7,2.5,3.5,0.0331,1,1,1,1,2.9,5.0,4.3
810,546,0,Middle East & Africa,Digital,Medical Affairs,Far Below,Male,42,13,0,7,21,2.7,2.9,1.3,0.0,1,0,0,0,3.6,2.8,1.4
811,891,0,Latin America,Finance,Quality Assurance,Meets,Female,37,9,0,5,8,2.2,4.0,3.1,0.0331,1,1,1,1,1.0,4.1,3.4
812,510,0,Europe,Manufacturing,Finance & Accounting,Meets,Male,32,5,1,12,23,0.0,3.3,1.8,0.0348,1,1,1,1,5.0,3.8,3.5
813,43,0,North America,R&D,IT & Digital,Exceeds,Female,40,26,0,9,14,3.9,2.2,2.0,0.1648,0,0,0,0,3.8,2.7,2.4
814,725,0,North America,HR,Finance & Accounting,Meets,Male,36,7,1,12,17,0.0,3.2,2.9,0.0383,1,1,1,1,3.4,3.1,3.3
815,791,0,Europe,HR,Market Access,Far Below,Male,37,4,0,9,18,4.0,3.0,2.4,0.0,0,0,0,0,2.6,3.0,3.3
816,954,0,Latin America,Finance,Supply Chain,Meets,Female,31,5,0,6,27,3.3,1.9,1.0,0.0331,1,1,1,1,4.8,1.0,2.1
817,544,0,North America,Digital,Human Resources,Far Exceeds,Female,39,16,0,8,27,3.1,4.1,2.5,0.2363,1,1,1,1,2.5,2.0,1.7
818,1009,0,North America,Finance,Communications,Meets,Non-Binary/Other,35,4,1,9,16,0.0,1.0,3.4,0.0331,1,1,1,1,5.0,1.0,2.7
819,888,0,Middle East & Africa,Finance,Human Resources,Meets,Female,36,11,0,9,16,3.1,3.1,3.1,0.0331,1,1,1,1,3.0,3.9,2.1
820,177,0,Latin America,Commercial,Supply Chain,Meets,Male,28,8,0,5,11,3.2,2.9,4.0,0.0422,1,1,1,1,4.0,4.4,4.3
821,846,0,North America,HR,Clinical Operations,Meets,Female,38,18,0,12,19,3.2,2.4,1.6,0.0383,1,1,0,0,2.6,3.0,2.9
822,434,0,Latin America,Manufacturing,Marketing,Far Below,Male,32,23,0,12,14,2.2,2.3,3.3,0.0,0,0,0,0,4.1,2.2,1.3
823,995,0,Europe,Finance,Finance & Accounting,Below,Male,41,17,0,5,16,3.5,5.0,2.6,0.0,1,1,1,1,2.9,4.0,1.1
824,239,0,Asia Pacific,Commercial,Medical Affairs,Meets,Male,38,8,1,11,30,0.0,2.5,2.5,0.0422,1,1,1,1,2.4,2.3,3.3
825,232,0,North America,Commercial,Legal & Compliance,Meets,Female,29,3,1,8,13,0.0,2.7,3.1,0.0422,1,1,1,1,2.6,2.6,1.0
826,786,0,Middle East & Africa,HR,Market Access,Below,Male,37,13,0,5,22,5.0,3.3,2.2,0.0,1,1,1,1,4.9,4.3,2.2
827,857,0,Europe,HR,Market Access,Meets,Female,39,13,0,11,13,4.2,2.6,2.1,0.0383,1,1,1,1,3.5,2.1,2.0
828,845,0,Latin America,HR,Market Access,Meets,Male,51,34,0,8,21,2.7,2.4,1.9,0.0383,1,1,1,1,3.7,3.0,2.4
829,469,0,Europe,Manufacturing,Human Resources,Meets,Male,42,23,0,12,16,2.5,2.4,2.8,0.0348,1,1,1,1,2.4,3.7,3.3
830,200,0,North America,Commercial,IT & Digital,Below,Male,30,11,0,12,23,3.0,2.8,2.8,0.0,1,1,1,1,3.9,3.4,2.3
831,582,0,Latin America,Digital,Regulatory Affairs,Meets,Male,50,9,1,12,23,0.0,4.1,2.3,0.0853,1,1,1,1,4.0,3.3,2.9
832,413,0,Asia Pacific,Manufacturing,Market Access,Meets,Non-Binary/Other,36,25,0,7,10,1.8,3.2,3.6,0.0348,1,1,1,1,2.7,2.4,2.8
833,148,0,Europe,R&D,Supply Chain,Meets,Non-Binary/Other,36,14,0,11,33,3.0,4.6,2.6,0.0977,1,1,1,1,4.2,3.5,2.9
834,927,0,North America,Finance,Pharmacovigilance,Meets,Male,50,10,0,8,18,4.3,4.2,4.8,0.0331,1,1,1,1,4.4,3.4,3.6
835,782,0,Middle East & Africa,HR,Finance & Accounting,Meets,Female,34,13,0,8,10,3.0,4.2,4.2,0.0383,1,0,0,0,2.8,5.0,4.9
836,269,0,Latin America,Commercial,Sales,Exceeds,Female,37,15,1,6,8,0.0,3.4,1.0,0.0743,0,0,0,0,4.2,2.0,1.6
837,962,0,Europe,Finance,Quality Assurance,Meets,Male,28,7,0,6,10,2.3,3.3,1.7,0.0331,1,1,1,1,3.8,3.9,3.7
838,379,0,Europe,Manufacturing,Sales,Meets,Female,38,6,0,6,9,2.3,3.7,2.3,0.0348,1,1,1,1,3.5,3.4,2.1
839,146,0,Asia Pacific,R&D,Legal & Compliance,Meets,Female,37,4,0,10,16,4.4,4.0,4.1,0.0977,1,1,1,1,3.8,3.2,3.4
840,472,0,Asia Pacific,Manufacturing,Supply Chain,Below,Male,36,7,1,9,11,0.0,1.9,1.0,0.0,0,0,0,0,3.4,2.7,2.1
841,399,0,Middle East & Africa,Manufacturing,Supply Chain,Meets,Male,39,14,1,5,13,0.0,3.6,1.1,0.0348,1,1,1,1,2.3,4.3,2.1
842,685,0,Middle East & Africa,Digital,Pharmacovigilance,Below,Male,33,25,0,6,26,4.0,2.7,3.3,0.0,0,0,0,0,2.7,3.8,3.2
843,900,0,North America,Finance,Data Science,Meets,Male,47,6,1,5,9,0.0,2.9,3.8,0.0331,1,1,0,0,4.5,4.0,4.0
844,647,1,North America,Digital,Legal & Compliance,Meets,Male,38,24,0,8,20,3.2,3.4,2.0,0.0853,1,1,1,1,2.9,3.9,4.2
845,450,0,Middle East & Africa,Manufacturing,Clinical Operations,Below,Female,33,8,1,8,24,0.0,1.5,2.6,0.0,1,1,1,1,3.4,2.4,4.4
846,63,0,Middle East & Africa,R&D,Regulatory Affairs,Exceeds,Female,30,23,0,11,14,2.2,4.6,2.3,0.1648,1,1,1,1,3.5,3.7,2.2
847,294,0,Latin America,Commercial,IT & Digital,Meets,Male,38,4,0,11,24,3.2,2.8,4.3,0.0422,1,1,1,1,2.1,5.0,5.0
848,185,0,Asia Pacific,Commercial,Marketing,Meets,Male,44,5,1,7,22,0.0,2.5,4.2,0.0422,1,1,1,1,3.5,4.0,4.3
849,931,0,North America,Finance,Legal & Compliance,Meets,Female,40,9,0,11,23,2.1,3.6,1.1,0.0331,1,1,0,0,3.2,3.6,1.3
850,865,0,Asia Pacific,HR,Market Access,Meets,Male,50,11,0,6,11,3.0,3.5,2.2,0.0383,1,1,1,1,3.0,3.1,1.0
851,702,0,Asia Pacific,HR,Market Access,Meets,Female,50,10,1,10,14,0.0,2.0,2.3,0.0383,1,1,1,1,3.5,3.2,1.8
852,272,0,Middle East & Africa,Commercial,IT & Digital,Meets,Non-Binary/Other,30,7,0,8,14,3.7,4.6,3.4,0.0422,1,1,1,1,2.9,3.4,2.4
853,409,0,Latin America,Manufacturing,Finance & Accounting,Exceeds,Non-Binary/Other,29,3,0,8,14,3.2,2.0,4.7,0.0616,1,1,1,1,4.0,3.9,3.4
854,481,1,Europe,Manufacturing,Legal & Compliance,Meets,Female,33,10,1,8,28,0.0,2.9,2.4,0.0348,1,1,1,1,2.9,3.7,2.7
855,614,0,Latin America,Digital,Pharmacovigilance,Meets,Male,42,25,0,9,13,4.8,1.5,3.5,0.0853,1,1,1,1,3.4,4.3,2.7
856,1012,0,Latin America,Finance,Data Science,Meets,Male,40,17,0,9,14,4.2,5.0,1.6,0.0331,1,1,1,1,3.8,4.0,2.8
857,528,1,Asia Pacific,Digital,Market Access,Meets,Female,44,2,1,11,25,0.0,3.6,2.7,0.0853,1,1,1,1,3.9,1.4,4.6
858,832,0,Latin America,HR,Regulatory Affairs,Below,Non-Binary/Other,32,14,0,11,27,2.9,2.7,3.5,0.0,1,1,1,1,3.9,3.8,3.3
859,256,0,North America,Commercial,Human Resources,Below,Male,28,20,0,6,22,1.4,3.0,2.9,0.0,1,1,1,1,3.6,3.6,3.7
860,394,0,Asia Pacific,Manufacturing,Clinical Operations,Exceeds,Male,34,15,0,5,28,4.4,2.0,3.2,0.0616,1,1,1,1,2.6,2.5,2.3
861,303,0,North America,Commercial,Regulatory Affairs,Meets,Female,42,4,0,6,8,4.5,4.0,4.3,0.0422,1,1,1,1,3.8,4.3,4.6
862,171,0,Europe,R&D,Data Science,Exceeds,Male,39,4,0,8,35,3.3,1.6,5.0,0.1648,1,1,1,1,4.5,2.7,4.2
863,235,1,Asia Pacific,Commercial,Supply Chain,Meets,Male,45,16,1,5,46,0.0,3.7,3.2,0.0422,1,1,1,1,2.6,2.7,3.8
864,163,0,Europe,R&D,Regulatory Affairs,Meets,Female,34,16,0,5,21,3.6,2.2,4.1,0.0977,1,1,1,1,3.5,3.2,3.2
865,637,0,Asia Pacific,Digital,Finance & Accounting,Meets,Male,44,13,1,9,13,0.0,4.4,4.3,0.0853,1,1,1,1,4.6,3.5,4.0
866,541,0,Middle East & Africa,Digital,Sales,Below,Male,34,24,0,12,20,4.6,2.5,4.9,0.0,1,1,1,1,3.5,2.5,4.6
867,720,0,Latin America,HR,Regulatory Affairs,Meets,Female,43,7,0,5,8,3.3,3.2,2.1,0.0383,1,1,1,1,3.9,4.2,2.5
868,237,0,Middle East & Africa,Commercial,Supply Chain,Meets,Female,43,3,0,11,12,3.2,4.7,1.0,0.0422,0,0,0,0,3.3,4.0,2.6
869,246,0,Europe,Commercial,Market Access,Meets,Male,47,18,1,7,16,0.0,3.5,3.4,0.0422,1,1,0,0,4.0,3.0,2.1
870,58,0,Latin America,R&D,Quality Assurance,Meets,Male,30,14,1,12,16,0.0,3.6,4.0,0.0977,1,1,1,1,3.8,3.9,2.2
871,560,0,Asia Pacific,Digital,Quality Assurance,Below,Female,46,10,1,6,15,0.0,3.1,2.8,0.0,1,1,1,1,2.4,4.4,2.4
872,119,1,Latin America,R&D,Finance & Accounting,Meets,Female,41,11,1,11,32,0.0,2.7,2.9,0.0977,1,1,1,1,3.3,2.7,3.8
873,647,0,North America,Digital,Communications,Below,Male,38,12,0,10,20,2.2,3.4,3.4,0.0,1,1,1,1,2.4,3.7,3.2
874,81,0,Latin America,R&D,Quality Assurance,Meets,Male,37,20,0,9,24,3.2,3.2,2.3,0.0977,1,1,1,1,2.6,1.9,3.0
875,644,0,North America,Digital,Market Access,Exceeds,Female,38,9,0,7,9,3.6,3.7,1.4,0.1452,0,0,0,0,3.7,4.0,2.3
876,98,1,Latin America,R&D,Communications,Meets,Female,38,11,0,5,10,1.9,4.5,1.0,0.0977,1,1,1,1,2.1,3.4,2.3
877,529,0,North America,Digital,Pharmacovigilance,Meets,Female,28,7,0,12,18,2.8,2.9,1.0,0.0853,1,1,1,1,2.2,3.4,1.0
878,944,0,Europe,Finance,Clinical Operations,Meets,Female,39,17,0,12,35,3.4,2.6,2.4,0.0331,1,1,1,1,2.5,3.8,1.4
879,83,0,Middle East & Africa,R&D,IT & Digital,Below,Female,39,8,0,10,29,3.2,2.3,2.7,0.0,1,1,1,1,1.7,2.0,3.0
880,200,0,Asia Pacific,Commercial,Clinical Operations,Meets,Male,34,7,0,6,20,3.3,3.3,2.3,0.0422,1,1,1,1,3.0,3.2,3.3
881,718,0,Latin America,HR,Legal & Compliance,Meets,Female,38,14,0,12,15,2.1,3.9,1.3,0.0383,0,0,0,0,2.9,3.4,2.0
882,975,0,Middle East & Africa,Finance,Communications,Below,Female,45,9,0,8,21,2.2,2.8,2.4,0.0,1,1,1,1,2.7,2.7,2.3
883,910,0,Asia Pacific,Finance,Legal & Compliance,Exceeds,Female,34,10,1,8,25,0.0,3.5,2.4,0.0588,1,1,1,1,1.1,2.7,1.4
884,87,1,Asia Pacific,R&D,Legal & Compliance,Meets,Male,31,9,1,6,9,0.0,2.6,3.7,0.0977,1,1,1,1,5.0,3.0,3.9
885,751,0,North America,HR,Market Access,Far Below,Female,34,8,1,7,9,0.0,3.6,3.0,0.0,1,0,0,0,3.3,4.3,3.0
886,208,0,Europe,Commercial,Regulatory Affairs,Meets,Female,28,4,1,12,17,0.0,2.5,2.6,0.0422,1,1,1,1,3.5,2.6,1.0
887,940,0,Europe,Finance,Human Resources,Meets,Male,49,14,0,5,8,3.8,3.5,2.7,0.0331,1,1,1,1,5.0,3.6,3.6
888,198,0,Middle East & Africa,Commercial,Communications,Meets,Female,33,5,1,10,15,0.0,2.8,1.5,0.0422,1,1,1,1,3.9,1.0,2.3
889,526,0,Europe,Digital,Marketing,Meets,Female,46,18,0,9,24,2.2,1.1,3.0,0.0853,1,1,1,1,2.0,2.0,1.8
890,861,0,Latin America,HR,Legal & Compliance,Exceeds,Female,31,26,0,6,11,3.0,3.3,3.6,0.0677,0,0,0,0,3.1,3.5,2.7
891,389,0,Europe,Manufacturing,Clinical Operations,Meets,Male,34,20,0,5,17,3.2,3.4,2.9,0.0348,1,1,1,1,5.0,3.2,3.9
892,573,0,Middle East & Africa,Digital,Sales,Exceeds,Male,38,12,0,11,16,2.9,2.7,1.9,0.1452,1,1,1,1,2.3,3.2,2.3
893,761,0,Europe,HR,Communications,Exceeds,Female,42,5,1,9,16,0.0,1.4,3.6,0.0677,0,0,0,0,2.8,1.3,4.4
894,13,0,Latin America,R&D,Sales,Exceeds,Female,38,12,1,5,22,0.0,3.6,3.3,0.1648,1,1,1,1,2.4,2.9,2.1
895,137,0,North America,R&D,Communications,Below,Female,29,18,0,7,20,2.8,2.9,3.6,0.0,1,1,1,1,1.2,3.1,4.6
896,190,0,Middle East & Africa,Commercial,Communications,Meets,Female,38,20,0,6,15,2.1,3.0,2.9,0.0422,1,1,0,0,3.2,2.8,3.4
897,906,0,North America,Finance,Medical Affairs,Far Below,Male,46,14,0,6,10,4.3,3.2,3.3,0.0,1,1,1,1,4.0,4.3,3.2
898,481,0,North America,Manufacturing,Human Resources,Meets,Female,40,5,0,7,10,2.4,4.0,2.7,0.0348,1,1,1,1,3.9,5.0,3.7
899,122,1,North America,R&D,Sales,Exceeds,Non-Binary/Other,51,4,0,8,35,3.9,2.1,3.1,0.1648,1,1,1,1,3.8,2.1,3.0
900,798,0,Asia Pacific,HR,IT & Digital,Below,Female,39,6,1,7,17,0.0,2.2,2.3,0.0,1,1,1,1,3.2,2.3,1.8
901,882,0,Asia Pacific,Finance,Clinical Operations,Meets,Female,44,9,1,6,11,0.0,3.8,2.7,0.0331,1,1,1,1,4.3,4.2,2.4
902,941,1,North America,Finance,Human Resources,Meets,Female,41,8,0,5,8,3.3,4.5,2.6,0.0331,1,1,1,1,4.5,3.8,3.1
903,876,0,Middle East & Africa,HR,Human Resources,Below,Female,34,10,0,12,18,2.9,4.1,3.4,0.0,1,1,1,1,3.0,3.5,4.3
904,1045,0,Latin America,Finance,Marketing,Meets,Male,38,8,0,6,7,2.9,2.9,2.4,0.0331,1,1,1,1,3.2,3.7,3.1
905,36,0,Latin America,R&D,Supply Chain,Meets,Male,45,11,0,5,14,4.1,2.5,3.7,0.0977,1,1,1,1,3.0,2.0,4.1
906,841,0,Europe,HR,Quality Assurance,Below,Male,36,31,0,7,9,2.7,4.3,1.5,0.0,1,1,1,1,4.2,5.0,1.8
907,811,0,Middle East & Africa,HR,Communications,Meets,Female,40,9,0,12,16,3.1,4.3,1.0,0.0383,0,0,0,0,4.2,4.1,1.5
908,192,0,Asia Pacific,Commercial,Regulatory Affairs,Meets,Male,34,10,1,12,13,0.0,2.7,1.5,0.0422,0,0,0,0,4.8,4.4,2.4
909,374,0,North America,Manufacturing,Communications,Meets,Female,44,12,0,10,45,3.0,4.0,2.6,0.0348,1,1,1,1,2.7,5.0,3.1
910,260,0,Europe,Commercial,Communications,Below,Female,38,13,0,10,29,3.3,4.2,3.6,0.0,1,1,1,1,3.4,3.1,4.7
911,374,0,Latin America,Manufacturing,Supply Chain,Meets,Female,43,11,0,5,10,1.8,2.0,1.9,0.0348,0,0,0,0,2.9,1.7,2.4
912,789,0,Asia Pacific,HR,Marketing,Far Below,Male,45,20,0,5,30,3.1,2.0,1.4,0.0,1,1,1,1,3.1,2.0,1.8
913,1050,0,Asia Pacific,Finance,Pharmacovigilance,Exceeds,Female,42,14,1,12,17,0.0,3.1,1.9,0.0588,1,1,1,1,3.2,1.6,2.4
914,359,0,North America,Manufacturing,Communications,Meets,Female,37,1,0,7,12,3.1,1.6,3.4,0.0348,1,1,1,1,2.9,3.2,2.1
915,832,0,Latin America,HR,Quality Assurance,Exceeds,Female,37,4,0,5,13,3.7,2.6,2.4,0.0677,1,1,1,1,2.9,2.3,1.7
916,836,0,Middle East & Africa,HR,Legal & Compliance,Meets,Female,28,6,0,6,19,3.2,3.1,2.5,0.0383,1,1,1,1,2.4,3.7,3.0
917,286,0,Asia Pacific,Commercial,Human Resources,Meets,Non-Binary/Other,41,11,1,12,19,0.0,2.9,3.7,0.0422,0,0,0,0,3.9,2.6,3.2
918,286,0,North America,Commercial,Legal & Compliance,Meets,Female,44,13,0,7,16,2.9,1.4,2.3,0.0422,1,1,1,1,2.8,1.1,1.9
919,943,0,Middle East & Africa,Finance,Communications,Meets,Female,31,9,0,8,12,3.7,3.7,3.7,0.0331,1,1,1,1,3.6,5.0,2.3
920,625,0,Latin America,Digital,Medical Affairs,Meets,Female,37,30,0,5,25,2.2,2.7,2.6,0.0853,1,1,1,1,3.0,2.3,3.7
921,126,0,Asia Pacific,R&D,Legal & Compliance,Far Below,Female,37,17,0,9,14,3.1,1.4,1.9,0.0,1,1,1,1,3.8,2.1,1.8
922,569,0,Middle East & Africa,Digital,Finance & Accounting,Exceeds,Female,41,9,1,9,14,0.0,3.4,3.4,0.1452,1,0,0,0,4.7,3.3,4.0
923,604,0,Middle East & Africa,Digital,Pharmacovigilance,Meets,Female,39,6,1,9,19,0.0,3.2,3.3,0.0853,1,1,1,1,4.2,4.5,3.4
924,924,0,Middle East & Africa,Finance,Clinical Operations,Far Exceeds,Male,33,8,0,10,20,4.6,3.8,3.1,0.1022,1,1,1,1,4.2,3.1,3.3
925,461,0,Asia Pacific,Manufacturing,Human Resources,Meets,Female,48,25,0,10,24,3.7,3.1,4.8,0.0348,1,1,0,0,4.0,2.2,3.0
926,1049,0,Asia Pacific,Finance,Marketing,Below,Male,28,26,0,8,12,3.2,3.2,3.5,0.0,1,1,1,1,2.4,2.4,3.6
927,1031,0,Europe,Finance,Quality Assurance,Meets,Female,34,9,0,7,21,4.3,3.4,1.6,0.0331,0,0,0,0,4.6,2.9,2.7
928,827,0,Latin America,HR,Human Resources,Meets,Female,30,24,0,11,22,4.1,2.5,2.9,0.0383,1,1,1,1,4.2,2.7,3.9
929,869,0,North America,HR,Human Resources,Meets,Female,40,6,1,10,18,0.0,3.2,3.4,0.0383,0,0,0,0,4.0,3.3,2.6
930,805,0,Middle East & Africa,HR,Medical Affairs,Meets,Male,41,14,1,9,13,0.0,3.9,3.0,0.0383,1,1,1,1,3.4,4.0,4.1
931,124,0,Europe,R&D,Regulatory Affairs,Exceeds,Female,37,6,0,12,21,3.0,4.2,1.9,0.1648,0,0,0,0,2.9,4.5,1.6
932,375,0,North America,Manufacturing,Human Resources,Meets,Female,31,13,0,12,28,2.1,4.8,1.9,0.0348,1,1,1,1,3.1,4.6,1.9
933,451,0,Europe,Manufacturing,Regulatory Affairs,Meets,Female,32,14,0,5,9,4.0,3.7,1.5,0.0348,1,1,1,1,3.6,3.0,1.0
934,787,0,Asia Pacific,HR,Market Access,Meets,Female,43,13,1,11,22,0.0,2.1,3.0,0.0383,1,1,1,1,3.8,3.0,3.1
935,598,0,Middle East & Africa,Digital,Clinical Operations,Meets,Male,38,22,0,11,23,3.3,3.8,2.2,0.0853,1,1,1,1,3.5,4.0,2.3
936,160,0,North America,R&D,Sales,Meets,Female,35,8,0,10,18,3.4,2.9,1.9,0.0977,1,1,1,1,3.5,3.1,1.8
937,636,0,North America,Digital,Finance & Accounting,Meets,Female,34,14,0,5,8,4.1,4.5,2.2,0.0853,1,1,1,1,3.2,3.3,3.3
938,194,0,North America,Commercial,Marketing,Meets,Male,37,18,0,5,8,2.7,2.2,1.8,0.0422,1,1,1,1,1.0,2.9,2.0
