id,team_id,treatment,region,organization,job_family,performance_rating,gender,age,tenure_months,num_direct_reports,tot_span_of_control,baseline_manager_efficacy,baseline_workload,baseline_stay_intention,propensity_score,exit_date,manager_efficacy_index,workload_index_mgr,stay_intention_index_mgr
2561,583,0,Middle East & Africa,Digital,Quality Assurance,Meets,Male,45,22,8,18,3.36,4.2,1.1,0.0853,2026-07-14,,,
2562,188,0,Asia Pacific,Commercial,Medical Affairs,Meets,Female,30,8,7,15,3.67,4.26,3.65,0.0422,,3.4,2.9,3.7
2563,954,0,Europe,Finance,Regulatory Affairs,Below,Male,47,12,8,13,2.93,2.27,4.01,0.0,,4.1,1.8,2.8
2564,945,0,Middle East & Africa,Finance,Human Resources,Meets,Female,28,13,11,16,3.17,3.87,2.36,0.0331,,3.9,3.5,2.7
2565,654,0,North America,Digital,Sales,Meets,Female,41,10,11,29,3.12,2.64,2.12,0.0853,,3.1,2.6,2.8
2566,168,1,Asia Pacific,R&D,Clinical Operations,Exceeds,Female,43,4,8,38,2.26,4.07,2.75,0.1648,,4.3,2.3,1.4
2567,689,0,Asia Pacific,Digital,Finance & Accounting,Exceeds,Female,39,9,9,19,4.49,3.24,2.45,0.1452,,4.1,4.9,2.3
2568,536,0,North America,Digital,Quality Assurance,Exceeds,Male,36,6,10,19,2.95,2.77,2.21,0.1452,,2.4,3.2,3.5
2569,897,0,Middle East & Africa,Finance,Legal & Compliance,Meets,Female,35,10,12,22,2.77,2.72,5.0,0.0331,2026-03-28,,,
2570,188,0,Latin America,Commercial,Quality Assurance,Meets,Male,25,10,7,19,3.6,3.44,3.7,0.0422,,3.8,2.4,1.8
2571,473,1,North America,Manufacturing,Data Science,Meets,Male,39,8,5,11,4.64,2.48,3.08,0.0348,,5.0,4.1,3.5
2572,673,0,Middle East & Africa,Digital,Clinical Operations,Meets,Female,38,16,10,31,2.77,1.49,2.96,0.0853,2026-09-10,2.3,1.7,3.5
2573,597,0,North America,Digital,Medical Affairs,Meets,Male,47,3,7,11,3.27,4.03,1.05,0.0853,,2.4,2.3,1.0
2574,82,0,North America,R&D,Pharmacovigilance,Exceeds,Male,36,8,5,8,1.0,2.68,2.32,0.1648,2026-01-22,,,
2575,80,0,Europe,R&D,Pharmacovigilance,Below,Female,35,8,8,16,4.91,4.38,2.18,0.0,,3.3,4.5,3.6
2576,1009,0,Middle East & Africa,Finance,Communications,Meets,Female,35,11,9,17,2.77,3.98,3.79,0.0331,,2.7,2.8,3.0
2577,28,0,Latin America,R&D,Clinical Operations,Meets,Female,33,5,9,28,1.0,3.32,1.69,0.0977,,1.2,3.6,2.5
2578,745,0,Europe,HR,Human Resources,Meets,Female,35,12,5,16,4.18,4.46,3.15,0.0383,,3.5,3.4,4.1
2579,579,0,North America,Digital,Communications,Exceeds,Non-Binary/Other,32,10,11,15,2.18,2.57,1.89,0.1452,,3.0,4.0,3.1
2580,51,0,North America,R&D,Supply Chain,Below,Female,42,12,10,16,2.12,3.82,2.98,0.0,2026-04-20,,,
2581,316,0,North America,Commercial,Marketing,Meets,Female,40,15,12,25,2.33,3.13,2.07,0.0422,,1.5,2.4,3.3
2582,715,1,Middle East & Africa,HR,Legal & Compliance,Exceeds,Male,29,2,8,25,2.8,1.25,2.91,0.0677,,3.8,3.3,4.1
2583,1014,0,Middle East & Africa,Finance,Supply Chain,Meets,Female,39,7,10,26,4.67,2.61,2.85,0.0331,,3.4,3.2,2.3
2584,452,0,Europe,Manufacturing,Supply Chain,Meets,Male,45,29,12,17,2.05,2.22,3.15,0.0348,,1.4,3.9,2.7
2585,623,0,Latin America,Digital,Quality Assurance,Below,Female,44,9,9,24,3.94,2.42,3.76,0.0,,3.7,3.9,3.1
2586,595,0,Europe,Digital,Quality Assurance,Meets,Female,32,32,12,35,2.6,2.15,3.39,0.0853,2026-03-15,,,
2587,312,0,Asia Pacific,Commercial,Market Access,Meets,Male,46,5,5,12,2.76,1.14,3.61,0.0422,,3.6,3.2,2.8
2588,381,0,North America,Manufacturing,Legal & Compliance,Meets,Female,35,8,11,25,2.98,3.39,4.18,0.0348,,3.8,3.4,4.6
2589,433,0,North America,Manufacturing,Human Resources,Meets,Female,38,21,10,15,3.15,2.4,2.56,0.0348,2026-11-23,3.7,2.9,4.1
2590,1004,0,North America,Finance,Regulatory Affairs,Meets,Female,36,7,10,23,3.56,2.87,2.68,0.0331,,4.4,1.9,2.9
2591,974,0,Europe,Finance,IT & Digital,Meets,Male,31,6,11,14,1.8,3.63,1.57,0.0331,,3.3,3.1,1.7
2592,841,0,Europe,HR,IT & Digital,Meets,Female,33,21,5,8,5.0,2.87,2.15,0.0383,,5.0,3.0,3.4
2593,659,0,North America,Digital,IT & Digital,Exceeds,Male,45,5,11,21,3.25,3.71,1.0,0.1452,,2.3,3.9,1.2
2594,58,0,Europe,R&D,Medical Affairs,Exceeds,Female,46,5,10,23,2.21,3.46,3.67,0.1648,,2.9,2.8,5.0
2595,991,0,Middle East & Africa,Finance,Medical Affairs,Below,Male,42,17,7,23,4.51,2.64,2.32,0.0,,5.0,3.5,2.1
2596,238,0,Middle East & Africa,Commercial,Finance & Accounting,Exceeds,Male,37,15,10,23,3.13,3.25,4.13,0.0743,2026-12-04,3.8,4.8,2.2
2597,338,0,Europe,Commercial,Communications,Below,Male,49,16,11,22,3.1,3.72,2.91,0.0,2026-03-09,,,
2598,314,0,North America,Commercial,Human Resources,Meets,Male,44,6,10,14,4.03,2.79,1.88,0.0422,,2.7,3.0,4.5
2599,921,0,Europe,Finance,Market Access,Meets,Female,37,11,6,11,1.6,3.59,1.13,0.0331,,1.0,2.8,4.5
2600,1024,0,Europe,Finance,IT & Digital,Below,Male,26,15,9,25,3.85,3.81,1.0,0.0,,3.2,3.5,1.4
2601,197,0,Europe,Commercial,Finance & Accounting,Far Below,Female,43,13,6,9,3.45,2.59,1.41,0.0,2026-03-06,,,
2602,894,1,Asia Pacific,Finance,Quality Assurance,Meets,Non-Binary/Other,45,1,8,18,2.74,3.65,3.18,0.0331,,3.3,4.0,4.4
2603,28,1,Middle East & Africa,R&D,Legal & Compliance,Meets,Female,41,14,9,29,3.02,2.61,3.34,0.0977,,3.0,2.0,5.0
2604,55,0,Latin America,R&D,Finance & Accounting,Meets,Male,27,26,8,22,2.67,3.74,2.84,0.0977,2026-01-31,,,
2605,749,0,Latin America,HR,Finance & Accounting,Meets,Female,39,9,5,23,3.35,2.0,2.93,0.0383,,3.5,3.9,2.3
2606,601,1,Asia Pacific,Digital,Data Science,Exceeds,Male,51,17,8,14,3.47,3.24,1.38,0.1452,,4.3,3.4,2.3
2607,55,0,Europe,R&D,IT & Digital,Meets,Male,37,11,9,18,2.25,3.2,1.68,0.0977,,4.2,4.6,2.6
2608,796,0,Asia Pacific,HR,Finance & Accounting,Meets,Female,50,7,8,16,2.58,3.56,1.92,0.0383,,2.4,4.3,1.5
2609,429,0,Asia Pacific,Manufacturing,Communications,Meets,Male,42,13,7,11,1.57,3.05,3.09,0.0348,,2.0,2.8,2.7
2610,599,0,North America,Digital,Finance & Accounting,Far Below,Female,38,6,8,15,2.27,2.81,1.46,0.0,2026-04-18,,,
2611,59,0,Middle East & Africa,R&D,IT & Digital,Below,Male,46,13,5,12,2.54,1.91,3.3,0.0,,2.2,4.0,3.8
2612,382,0,Latin America,Manufacturing,Data Science,Meets,Male,34,2,6,11,1.29,2.77,1.47,0.0348,2026-03-15,,,
2613,872,0,Europe,HR,Finance & Accounting,Meets,Male,31,6,7,24,3.61,2.41,3.79,0.0383,,3.3,1.0,2.7
2614,10,0,Latin America,R&D,Regulatory Affairs,Far Exceeds,Female,31,36,8,19,3.88,3.9,1.71,0.2644,,5.0,3.9,1.6
2615,29,0,Latin America,R&D,Clinical Operations,Below,Male,39,21,8,15,5.0,3.56,1.76,0.0,,3.6,3.0,1.3
2616,996,0,Middle East & Africa,Finance,Quality Assurance,Below,Male,41,30,9,21,3.61,1.2,3.41,0.0,2026-01-24,,,
2617,361,0,Latin America,Manufacturing,Legal & Compliance,Below,Female,34,16,12,21,2.54,4.73,2.71,0.0,,4.5,3.0,1.9
2618,147,0,Latin America,R&D,Pharmacovigilance,Below,Female,45,23,6,21,3.27,3.65,2.77,0.0,,3.5,4.5,3.5
2619,174,0,Asia Pacific,Commercial,Pharmacovigilance,Meets,Female,39,7,6,15,3.65,2.75,3.34,0.0422,,4.1,3.8,2.7
2620,963,0,Middle East & Africa,Finance,Human Resources,Far Exceeds,Male,43,18,10,24,3.58,3.58,2.72,0.1022,,4.0,3.5,2.6
2621,939,0,North America,Finance,Quality Assurance,Meets,Male,34,9,7,21,2.4,2.05,3.8,0.0331,,3.0,4.8,2.4
2622,49,0,Europe,R&D,Sales,Meets,Female,37,9,12,33,4.44,2.19,2.14,0.0977,,3.3,1.9,1.5
2623,1002,0,Latin America,Finance,Clinical Operations,Meets,Female,27,4,11,19,3.86,1.64,2.69,0.0331,,4.3,2.0,2.3
2624,679,0,Europe,Digital,Pharmacovigilance,Below,Female,36,14,7,13,4.16,2.93,3.44,0.0,,4.0,2.0,4.1
2625,481,0,North America,Manufacturing,Marketing,Exceeds,Female,39,8,7,10,4.26,3.95,4.03,0.0616,,4.9,4.1,2.7
2626,683,0,Europe,Digital,IT & Digital,Meets,Male,35,4,10,23,3.99,3.47,1.71,0.0853,,5.0,4.5,1.8
2627,842,0,North America,HR,Communications,Below,Male,38,13,10,12,3.79,3.11,2.33,0.0,,2.8,1.5,3.6
2628,692,0,Asia Pacific,Digital,Supply Chain,Meets,Female,39,11,10,17,3.69,3.15,2.67,0.0853,,3.9,3.9,4.1
2629,284,0,Latin America,Commercial,Quality Assurance,Meets,Male,35,26,5,8,3.45,4.83,2.71,0.0422,,4.9,4.2,1.8
2630,988,0,North America,Finance,Finance & Accounting,Below,Non-Binary/Other,36,9,10,24,3.11,4.18,2.99,0.0,,2.7,3.7,2.7
2631,1048,0,Europe,Finance,Sales,Meets,Male,34,9,7,17,3.42,2.22,3.68,0.0331,,3.7,1.7,5.0
2632,219,0,Latin America,Commercial,Marketing,Meets,Female,32,20,7,24,2.54,1.79,3.07,0.0422,,3.2,2.3,3.0
2633,967,0,Asia Pacific,Finance,IT & Digital,Meets,Male,45,12,12,18,4.02,3.02,2.3,0.0331,,4.5,3.8,2.6
2634,647,0,Latin America,Digital,Finance & Accounting,Meets,Male,29,10,6,21,2.86,2.69,3.41,0.0853,,3.3,5.0,3.0
2635,847,0,North America,HR,Supply Chain,Meets,Female,43,10,6,15,2.83,3.95,5.0,0.0383,,3.3,4.1,3.9
2636,32,0,Asia Pacific,R&D,Supply Chain,Meets,Female,30,20,9,15,3.33,2.35,2.28,0.0977,2026-07-25,2.6,3.9,1.3
2637,291,0,Europe,Commercial,Regulatory Affairs,Meets,Male,47,15,6,26,3.4,4.15,2.09,0.0422,,4.2,5.0,1.6
2638,533,0,Asia Pacific,Digital,Legal & Compliance,Far Exceeds,Male,41,3,10,20,3.39,3.33,1.65,0.2363,,3.0,2.0,3.2
2639,575,1,Asia Pacific,Digital,Human Resources,Meets,Female,36,18,6,16,3.96,2.25,4.04,0.0853,,5.0,3.0,4.1
2640,565,0,Middle East & Africa,Digital,IT & Digital,Meets,Female,44,15,12,16,4.38,1.88,1.64,0.0853,,5.0,1.7,1.8
2641,161,0,Asia Pacific,R&D,Legal & Compliance,Exceeds,Male,45,13,8,22,2.61,3.15,2.19,0.1648,2026-04-14,,,
2642,406,0,Asia Pacific,Manufacturing,Clinical Operations,Meets,Female,41,8,7,16,3.07,2.5,3.33,0.0348,2026-06-27,,,
2643,900,0,Latin America,Finance,Quality Assurance,Below,Male,41,26,5,13,3.11,3.84,1.64,0.0,,3.9,3.6,1.0
2644,913,0,Europe,Finance,Sales,Meets,Female,39,14,8,14,3.29,2.84,3.31,0.0331,,2.3,5.0,2.3
2645,761,0,Latin America,HR,Market Access,Meets,Female,47,16,7,20,3.44,1.0,2.69,0.0383,,3.7,3.2,1.7
2646,384,1,Latin America,Manufacturing,Communications,Meets,Male,38,7,12,42,2.47,3.01,1.0,0.0348,,2.4,3.6,3.5
2647,915,1,North America,Finance,Regulatory Affairs,Far Exceeds,Female,39,5,11,14,3.86,1.43,3.81,0.1022,,4.9,1.8,3.8
2648,714,0,Latin America,HR,Data Science,Meets,Male,43,9,6,30,3.51,2.2,3.7,0.0383,,4.5,1.1,1.4
2649,868,0,Middle East & Africa,HR,Marketing,Exceeds,Male,36,4,7,9,2.74,1.72,1.88,0.0677,,3.0,2.3,3.4
2650,688,0,Middle East & Africa,Digital,Market Access,Below,Female,45,14,6,10,3.69,2.82,1.95,0.0,,3.5,3.9,2.7
2651,210,0,North America,Commercial,Marketing,Meets,Male,43,9,11,11,2.93,1.44,2.32,0.0422,,1.8,3.4,3.1
2652,697,1,Europe,Digital,Quality Assurance,Exceeds,Female,55,12,5,17,3.34,1.81,3.49,0.1452,,4.7,2.0,3.7
2653,22,0,Europe,R&D,Sales,Meets,Male,37,26,12,26,2.66,4.23,3.23,0.0977,,3.4,2.7,3.7
2654,985,0,Latin America,Finance,Sales,Below,Female,42,6,9,10,3.94,3.1,2.97,0.0,,4.2,4.3,3.1
2655,865,0,Latin America,HR,Supply Chain,Meets,Male,41,14,9,12,3.18,2.65,3.67,0.0383,,3.3,2.8,1.4
2656,337,0,Latin America,Commercial,Market Access,Meets,Male,43,20,9,36,3.55,2.33,1.59,0.0422,2026-03-26,,,
2657,1028,0,Europe,Finance,Finance & Accounting,Below,Female,38,11,11,15,3.76,2.07,1.64,0.0,,3.5,3.1,2.5
2658,777,0,Asia Pacific,HR,Legal & Compliance,Meets,Male,41,9,5,5,3.99,4.75,4.15,0.0383,,2.9,3.3,5.0
2659,864,0,Middle East & Africa,HR,Communications,Below,Non-Binary/Other,39,10,12,21,4.16,2.61,2.11,0.0,,5.0,3.3,3.4
2660,686,0,Asia Pacific,Digital,Sales,Meets,Female,43,20,5,13,3.98,1.14,2.43,0.0853,,3.2,4.2,2.4
2661,289,0,Asia Pacific,Commercial,Communications,Far Exceeds,Male,26,18,5,21,3.49,2.08,2.39,0.1275,,2.5,2.1,3.6
2662,306,0,Europe,Commercial,Pharmacovigilance,Below,Female,37,11,9,11,3.48,4.03,2.23,0.0,,4.2,2.7,3.2
2663,887,0,Asia Pacific,Finance,Marketing,Far Below,Male,51,10,11,15,2.63,4.3,2.66,0.0,,2.9,3.7,2.7
2664,752,0,North America,HR,Supply Chain,Meets,Male,47,23,10,15,3.94,1.26,2.43,0.0383,2026-04-18,,,
2665,251,0,Latin America,Commercial,IT & Digital,Meets,Female,40,15,7,14,1.98,2.18,3.35,0.0422,,1.9,2.4,4.0
2666,264,0,North America,Commercial,Quality Assurance,Meets,Female,42,7,7,12,3.92,1.72,4.54,0.0422,,4.4,3.1,2.3
2667,1024,0,Middle East & Africa,Finance,Finance & Accounting,Meets,Female,41,8,6,20,2.65,1.38,2.5,0.0331,,1.0,3.0,3.5
2668,563,0,Latin America,Digital,Sales,Far Exceeds,Female,42,6,9,11,4.53,3.52,3.78,0.2363,,4.6,3.5,3.1
2669,482,0,Asia Pacific,Manufacturing,Legal & Compliance,Meets,Female,33,3,9,29,3.69,3.19,2.73,0.0348,,3.5,4.0,1.8
2670,155,0,Middle East & Africa,R&D,Human Resources,Meets,Female,34,10,8,14,3.51,2.75,2.25,0.0977,,4.2,4.3,2.0
2671,464,0,Latin America,Manufacturing,Medical Affairs,Meets,Female,34,19,5,22,3.34,2.6,1.56,0.0348,,4.2,2.8,3.3
2672,345,1,Asia Pacific,Commercial,Communications,Meets,Male,35,13,8,17,4.35,3.49,2.17,0.0422,,5.0,2.1,3.5
2673,822,0,North America,HR,IT & Digital,Far Below,Male,47,23,9,18,2.6,3.42,1.0,0.0,,4.5,3.4,1.0
2674,47,0,Latin America,R&D,Communications,Meets,Male,31,12,10,19,3.81,3.2,3.23,0.0977,2026-02-17,,,
2675,146,0,Asia Pacific,R&D,Quality Assurance,Far Exceeds,Female,50,20,10,29,3.85,3.28,2.96,0.2644,,2.3,4.5,4.0
2676,841,0,North America,HR,IT & Digital,Meets,Female,40,22,10,30,3.34,5.0,2.61,0.0383,,3.5,4.5,2.7
2677,39,0,Middle East & Africa,R&D,Market Access,Meets,Female,31,26,7,11,3.24,1.67,1.62,0.0977,,3.8,2.3,1.7
2678,757,0,Middle East & Africa,HR,Pharmacovigilance,Far Below,Male,35,13,9,13,4.54,1.95,2.74,0.0,,3.9,3.7,3.1
2679,32,1,Middle East & Africa,R&D,Clinical Operations,Meets,Male,41,13,9,35,2.47,3.77,2.9,0.0977,,1.3,4.0,2.5
2680,982,0,Middle East & Africa,Finance,Data Science,Meets,Female,30,15,10,35,1.93,3.91,2.67,0.0331,,2.4,4.9,1.9
2681,987,0,Europe,Finance,IT & Digital,Meets,Male,36,13,6,14,3.22,5.0,1.92,0.0331,,3.8,4.0,1.0
2682,490,0,Latin America,Manufacturing,Medical Affairs,Meets,Female,31,13,8,23,3.16,2.29,2.73,0.0348,,2.5,1.6,1.8
2683,105,0,Latin America,R&D,Finance & Accounting,Below,Male,42,11,7,13,3.33,3.72,1.33,0.0,2026-03-04,,,
2684,694,0,Europe,Digital,Supply Chain,Meets,Female,31,4,5,12,2.82,2.82,3.29,0.0853,2026-03-13,,,
2685,812,0,Asia Pacific,HR,Marketing,Meets,Female,29,17,10,23,3.31,3.68,3.14,0.0383,2026-06-16,,,
2686,123,1,Asia Pacific,R&D,Market Access,Meets,Female,47,4,10,14,2.07,1.0,4.42,0.0977,,2.3,2.0,3.2
2687,1041,0,Middle East & Africa,Finance,Market Access,Exceeds,Male,36,4,6,21,5.0,2.93,1.59,0.0588,2026-01-15,,,
2688,1011,0,North America,Finance,Human Resources,Far Below,Female,36,8,5,13,2.38,2.87,2.24,0.0,2026-02-25,,,
2689,796,0,Asia Pacific,HR,Clinical Operations,Meets,Female,41,5,10,12,3.74,2.05,2.52,0.0383,,3.6,4.6,3.3
2690,617,0,North America,Digital,Medical Affairs,Meets,Female,38,18,6,10,3.22,3.3,1.7,0.0853,,2.8,3.6,1.0
2691,102,0,Latin America,R&D,Marketing,Meets,Female,33,5,9,17,3.3,2.05,1.69,0.0977,,3.4,2.2,2.3
2692,162,0,North America,R&D,Data Science,Meets,Male,34,7,7,16,2.78,3.05,2.36,0.0977,,3.5,3.0,2.1
2693,635,0,Latin America,Digital,Communications,Meets,Female,42,6,6,10,3.98,2.62,1.32,0.0853,2026-02-16,,,
2694,617,0,Europe,Digital,Regulatory Affairs,Far Below,Female,32,19,10,22,3.01,2.49,3.58,0.0,,3.8,2.4,1.8
2695,679,0,Europe,Digital,Regulatory Affairs,Meets,Female,38,2,5,17,3.12,3.23,2.42,0.0853,2026-02-02,,,
2696,1006,0,Middle East & Africa,Finance,Market Access,Meets,Male,48,6,10,13,2.42,3.39,3.03,0.0331,2026-03-05,,,
2697,864,0,Asia Pacific,HR,IT & Digital,Meets,Male,36,28,7,14,4.52,2.5,2.95,0.0383,,2.9,3.8,3.6
2698,528,0,Middle East & Africa,Digital,IT & Digital,Exceeds,Female,45,7,9,23,3.07,2.2,2.94,0.1452,,4.6,3.2,2.9
2699,833,0,Latin America,HR,Medical Affairs,Exceeds,Female,32,9,5,12,2.78,2.84,3.26,0.0677,,3.8,3.1,4.0
2700,516,0,Middle East & Africa,Manufacturing,Finance & Accounting,Meets,Male,39,14,5,10,3.31,3.39,2.19,0.0348,,3.0,3.2,3.4
2701,156,0,North America,R&D,Clinical Operations,Meets,Male,45,14,5,9,5.0,3.6,4.85,0.0977,2026-08-07,4.9,3.3,2.3
2702,130,0,Latin America,R&D,Communications,Far Below,Male,35,5,7,18,1.9,2.5,2.59,0.0,2026-12-13,3.1,2.7,3.0
2703,205,0,Europe,Commercial,Market Access,Exceeds,Male,50,5,6,15,4.56,1.97,1.87,0.0743,,3.1,3.0,1.0
2704,415,0,Asia Pacific,Manufacturing,Regulatory Affairs,Exceeds,Male,38,10,10,27,4.67,2.65,1.37,0.0616,,4.6,3.2,4.7
2705,696,0,Latin America,Digital,Finance & Accounting,Far Below,Male,31,11,12,14,3.2,3.05,1.2,0.0,2026-04-29,,,
2706,539,0,Latin America,Digital,Market Access,Meets,Female,44,13,11,17,1.32,1.0,5.0,0.0853,,2.4,1.9,3.7
2707,910,0,North America,Finance,Communications,Exceeds,Male,48,7,8,25,3.03,2.87,2.88,0.0588,,2.3,4.2,2.5
2708,429,0,Asia Pacific,Manufacturing,Regulatory Affairs,Below,Female,31,22,6,7,2.98,1.92,2.0,0.0,,1.8,3.2,2.8
2709,591,0,Europe,Digital,Medical Affairs,Meets,Female,41,9,10,13,1.84,2.68,1.81,0.0853,,1.9,3.1,2.5
2710,269,0,Latin America,Commercial,Medical Affairs,Meets,Female,34,11,7,11,1.69,2.63,3.35,0.0422,,2.0,2.3,3.7
2711,735,0,Latin America,HR,Clinical Operations,Meets,Female,32,26,10,11,4.27,2.37,1.88,0.0383,,4.6,1.9,1.0
2712,84,0,North America,R&D,Supply Chain,Far Below,Female,33,21,6,17,3.78,2.57,3.11,0.0,,2.7,2.9,2.8
2713,517,0,Middle East & Africa,Manufacturing,Supply Chain,Meets,Female,39,8,10,32,2.31,4.1,3.35,0.0348,2026-01-10,,,
2714,49,0,Europe,R&D,Market Access,Meets,Female,46,20,9,17,3.47,2.7,2.95,0.0977,,3.2,2.4,2.9
2715,740,0,Asia Pacific,HR,Human Resources,Exceeds,Male,38,10,8,26,2.08,5.0,1.0,0.0677,2026-10-27,3.7,3.3,2.7
2716,494,0,Latin America,Manufacturing,Market Access,Meets,Male,41,9,7,13,2.09,2.46,4.06,0.0348,,1.9,2.7,4.1
2717,831,0,Latin America,HR,Market Access,Meets,Female,35,27,7,7,2.79,1.85,3.25,0.0383,,3.4,4.0,2.4
2718,611,0,Europe,Digital,Clinical Operations,Meets,Female,37,16,10,26,2.59,3.96,4.74,0.0853,,3.8,2.8,4.7
2719,653,0,Middle East & Africa,Digital,Human Resources,Below,Female,33,19,8,13,3.0,2.04,3.28,0.0,,3.0,2.0,2.8
2720,612,0,Latin America,Digital,Quality Assurance,Far Exceeds,Male,27,8,9,26,3.22,2.52,1.93,0.2363,,3.7,2.7,1.8
2721,733,0,Europe,HR,Market Access,Exceeds,Male,35,19,12,26,2.61,1.0,2.33,0.0677,,2.6,1.1,1.9
2722,713,0,North America,HR,Legal & Compliance,Meets,Male,45,29,6,11,3.78,2.78,2.56,0.0383,,3.8,2.7,1.8
2723,765,0,Middle East & Africa,HR,Legal & Compliance,Meets,Male,25,2,8,25,4.13,5.0,2.4,0.0383,,4.9,2.3,3.6
2724,164,0,Asia Pacific,R&D,Supply Chain,Meets,Female,45,1,11,19,2.01,3.47,2.06,0.0977,2026-01-12,,,
2725,732,0,Latin America,HR,Supply Chain,Meets,Female,40,3,7,24,4.84,2.84,2.96,0.0383,,4.6,3.1,4.4
2726,599,0,Europe,Digital,Human Resources,Below,Female,37,12,6,11,2.95,2.4,2.11,0.0,,2.7,3.5,1.0
2727,217,0,North America,Commercial,Marketing,Meets,Male,35,10,5,21,3.28,1.64,4.22,0.0422,,3.0,3.3,4.0
2728,870,1,Asia Pacific,HR,IT & Digital,Far Exceeds,Female,41,20,5,10,3.16,4.94,1.23,0.1168,,3.6,3.2,2.2
2729,298,0,Europe,Commercial,Medical Affairs,Below,Female,46,2,7,9,3.62,1.03,2.54,0.0,,4.8,1.0,4.4
2730,569,0,Europe,Digital,Human Resources,Meets,Female,40,8,5,7,3.5,3.79,1.77,0.0853,,3.3,3.4,2.6
2731,839,0,Asia Pacific,HR,Quality Assurance,Far Below,Female,37,23,8,17,3.69,2.94,2.46,0.0,,3.9,3.9,3.8
2732,142,0,North America,R&D,Regulatory Affairs,Below,Female,54,16,9,13,1.79,3.28,3.5,0.0,2026-04-23,,,
2733,150,0,North America,R&D,Supply Chain,Meets,Male,39,14,10,16,5.0,4.57,3.17,0.0977,,3.9,2.1,4.1
2734,308,0,Middle East & Africa,Commercial,Data Science,Meets,Female,28,3,7,9,4.24,1.89,4.31,0.0422,,4.6,2.2,1.7
2735,969,0,Latin America,Finance,Legal & Compliance,Exceeds,Female,40,19,9,13,2.1,3.47,1.4,0.0588,,2.3,3.2,2.4
2736,121,0,Asia Pacific,R&D,Data Science,Meets,Male,34,17,5,6,2.96,1.7,1.12,0.0977,,2.5,3.8,3.4
2737,51,0,Asia Pacific,R&D,Legal & Compliance,Meets,Female,36,9,6,43,1.24,5.0,1.67,0.0977,2026-03-08,,,
2738,52,0,Asia Pacific,R&D,Supply Chain,Meets,Male,46,10,10,22,1.87,2.86,1.32,0.0977,2026-01-27,,,
2739,614,0,North America,Digital,IT & Digital,Meets,Male,43,11,10,18,3.11,1.73,3.14,0.0853,,2.3,2.6,2.1
2740,64,0,Latin America,R&D,Data Science,Far Below,Female,27,13,12,18,3.7,2.75,3.5,0.0,,4.5,3.3,2.0
2741,396,0,Middle East & Africa,Manufacturing,Communications,Meets,Male,28,9,7,28,4.01,3.35,4.08,0.0348,,4.6,4.1,2.7
2742,845,0,Europe,HR,Communications,Meets,Male,39,7,10,27,2.15,4.66,1.1,0.0383,,3.1,3.2,2.5
2743,51,0,Europe,R&D,Sales,Below,Male,44,5,10,22,4.99,2.68,2.0,0.0,2026-09-14,4.0,2.7,2.3
2744,1012,0,Asia Pacific,Finance,Quality Assurance,Exceeds,Male,25,8,10,19,3.88,2.31,1.31,0.0588,,4.3,2.7,2.7
2745,990,0,Latin America,Finance,Legal & Compliance,Meets,Female,44,9,5,10,2.22,3.99,1.66,0.0331,2026-02-21,,,
2746,167,0,North America,R&D,Finance & Accounting,Below,Female,53,9,10,25,3.46,3.01,3.22,0.0,,3.2,3.3,5.0
2747,50,0,Latin America,R&D,Medical Affairs,Meets,Male,45,6,12,21,2.95,2.95,1.0,0.0977,,2.9,2.9,2.8
2748,450,0,Latin America,Manufacturing,Supply Chain,Below,Female,33,7,9,22,2.24,3.23,1.55,0.0,2026-01-14,,,
2749,64,0,North America,R&D,Supply Chain,Meets,Male,42,3,6,23,2.86,1.09,2.64,0.0977,,2.8,2.1,2.4
2750,42,0,Asia Pacific,R&D,Regulatory Affairs,Meets,Female,39,12,11,16,3.27,2.85,1.0,0.0977,,3.7,3.3,1.0
2751,764,0,Latin America,HR,Legal & Compliance,Below,Female,49,14,12,24,1.93,2.39,3.84,0.0,2026-12-08,3.3,3.8,4.1
2752,993,0,Europe,Finance,Quality Assurance,Exceeds,Female,45,8,9,27,3.08,2.33,2.01,0.0588,,3.8,2.4,1.9
2753,418,0,North America,Manufacturing,Market Access,Meets,Non-Binary/Other,33,10,6,12,3.69,3.21,4.57,0.0348,,4.0,3.6,4.5
2754,880,0,Middle East & Africa,Finance,IT & Digital,Meets,Female,42,25,5,14,4.18,1.0,2.82,0.0331,2026-01-26,,,
2755,480,0,Asia Pacific,Manufacturing,Market Access,Meets,Female,33,13,9,16,3.72,1.95,2.29,0.0348,,3.6,4.9,2.6
2756,906,0,North America,Finance,Communications,Below,Male,44,6,12,30,2.9,2.99,1.49,0.0,,4.1,3.6,2.3
2757,139,1,Middle East & Africa,R&D,Legal & Compliance,Meets,Female,36,4,5,10,3.29,3.44,1.52,0.0977,2026-02-24,,,
2758,968,0,Middle East & Africa,Finance,Pharmacovigilance,Exceeds,Female,38,6,11,23,3.56,2.86,1.4,0.0588,2026-03-31,,,
2759,947,0,Latin America,Finance,Marketing,Below,Female,39,2,7,35,3.5,1.71,3.08,0.0,,3.6,2.8,4.5
2760,521,0,Latin America,Manufacturing,Legal & Compliance,Meets,Female,35,16,10,18,3.24,2.6,3.9,0.0348,,5.0,3.8,4.4
